"nuts2","year","flow_in","flow_out"
"DE14",2006,4,11
"HU22",2006,3,3
"NL41",1996,2,3
"BE25",2008,12,25
"NL41",1987,3,2
"CH04",1987,9,8
"DEA2",1992,28,50
"CZ04",2014,4,13
"NO02",2015,39,40
"SE33",1996,16,1
"NL22",1980,0,5
"NL33",1980,7,12
"RO31",2020,3,1
"EL54",2004,1,1
"PL51",1978,0,1
"PL91",1978,1,4
"FRD2",2004,4,4
"RO21",2006,2,4
"SI03",2005,16,15
"FRF3",1993,3,22
"FRI3",1990,15,28
"NL31",1976,0,2
"NL22",1976,2,0
"UKG2",1990,2,9
"UKL2",1990,6,3
"SK01",1997,5,11
"DEF0",1997,1,35
"RO11",1972,0,1
"RO42",1972,1,0
"DED4",1992,1,1
"CH07",2009,15,10
"ITC4",1981,0,5
"FRL0",1981,1,1
"FRF1",1989,1,4
"SE12",1995,10,17
"SE33",1995,7,15
"RO31",2007,4,3
"FRF1",2002,12,37
"LU00",2002,4,3
"DEA2",2005,23,42
"FRL0",1996,4,6
"NO07",1994,14,0
"BE24",1978,1,3
"BE21",1978,2,0
"DK05",1988,2,1
"UKN0",1994,14,8
"FRM0",2006,0,2
"FRK2",1987,6,5
"FRB0",1987,1,3
"FR10",1975,12,4
"RO31",2008,4,2
"PL21",1990,6,10
"CZ05",1999,0,2
"SK03",1999,1,0
"SI04",2009,14,78
"FRK1",2010,30,19
"UKH3",1992,2,3
"PL92",2014,9,5
"RO21",2000,0,153
"NL31",1979,0,1
"NL21",1979,1,0
"UKJ4",1992,3,1
"SK02",2014,91,0
"EL53",2012,0,1
"PL91",1970,0,4
"ES52",2023,13,12
"CZ06",1998,92,47
"CZ08",1998,1,0
"ES70",2002,65,32
"ITH2",2006,2,3
"ES22",2004,13,10
"ES21",1999,13,8
"PT17",1980,3,0
"ITF1",2002,13,9
"EE00",1995,15,0
"ITG2",2001,10,7
"PL92",2012,13,6
"SI03",2011,8,25
"UKF1",1987,2,5
"UKF2",1987,1,0
"BE24",2001,36,9
"NL42",2001,8,5
"PL51",1986,0,2
"PL52",1986,1,0
"FRJ2",2002,11,5
"UKC2",1993,13,20
"AT21",2018,13,8
"BE23",2004,79,95
"ES53",1977,0,1
"ES51",1977,3,2
"HR02",2009,14,10
"HU33",1983,0,5
"HU23",1983,2,0
"FRI2",2020,9,10
"NL41",1976,0,1
"CH03",1990,17,8
"ITH1",1996,3,0
"ITC4",2024,5,6
"ITI1",2024,3,1
"FRF3",2006,22,78
"PL51",1988,10,21
"PL52",1988,2,0
"LT01",2005,4,3
"DK03",2001,2,3
"DEE0",2003,11,6
"LT01",2010,6,7
"PL52",2008,9,10
"HU23",2000,10,1
"HU22",2000,3,0
"PT30",2016,30,21
"DE11",1994,6,5
"DE80",1994,7,0
"CH03",1988,2,2
"CH01",1988,3,5
"SK02",2007,3,2
"ITC4",1970,0,1
"HU11",1996,9,19
"DE14",2003,9,16
"UKJ3",1991,6,13
"UKE4",1991,10,7
"DE30",1979,2,3
"ITC4",2023,0,1
"ITF3",2023,5,0
"EL30",2003,16,5
"EL54",2002,2,2
"ITF6",2012,8,21
"HR05",2007,4,8
"HR06",2007,3,1
"UKL2",2022,1,0
"BG34",1994,0,1
"BG42",1994,8,0
"FRK1",2009,9,3
"IE04",2008,56,17
"NL22",1983,2,1
"FRH0",1992,4,3
"ES41",2001,10,9
"DE27",2003,1,10
"FRI2",2008,1,2
"PL91",1993,84,57
"UKL2",1973,3,0
"LV00",2004,2,1
"PL91",1987,2,6
"DE60",1997,5,4
"PL62",2021,3,4
"LU00",2001,4,9
"UKJ1",1982,36,37
"EL54",1982,3,0
"FRL0",1994,88,9
"PL81",1990,0,10
"ITH5",1986,2,8
"CH02",1991,27,19
"UKG1",1981,4,3
"CH05",2014,13,10
"SK04",2007,0,57
"HR05",2004,4,5
"UKF1",2022,0,4
"EL30",2022,1,15
"ES12",1989,1,3
"HU11",1997,5,3
"HU12",1997,2,1
"DE12",1990,19,24
"PL22",2007,20,38
"AT33",2009,6,3
"UKH1",1971,28,43
"UKL1",1987,3,3
"CZ03",2007,3,5
"SE21",1999,8,5
"UKE4",1994,13,8
"IE05",1997,12,4
"DK01",1996,145,16
"NL41",1993,3,2
"EL61",1996,3,0
"CY00",1996,2,1
"RO21",1990,6,1
"RO22",1990,3,0
"NL12",2021,4,18
"DE11",2002,16,18
"DE71",1974,0,2
"DEB3",1974,1,0
"SI03",2013,5,6
"HU31",2009,4,3
"UKL1",1969,0,1
"UKG1",1969,3,0
"UKD6",2007,8,1
"PL21",1995,12,7
"NO0A",2011,32,14
"UKK4",2022,1,1
"UKL1",2022,1,0
"ITI1",1973,0,2
"ITI3",1973,1,0
"UKD7",1972,0,4
"PT16",1972,2,0
"ES43",1991,2,3
"SK01",2008,5,7
"CZ06",2008,3,4
"UKH3",2004,7,9
"DEB2",2007,0,5
"SE21",1990,13,27
"HU32",1978,0,1
"HU31",1978,1,0
"UKJ1",1976,35,46
"PT17",1976,1,0
"FRI3",2011,19,64
"FRI2",1998,6,1
"ITG1",1976,0,1
"UKM5",1999,8,19
"AT13",2002,1737,868
"DEA3",2004,7,9
"DED4",2006,1,2
"HU11",1974,0,17
"HU12",1974,3,6
"HR06",2005,3,0
"NL34",2014,2,1
"ES51",1970,1,7
"ES43",2011,19,9
"BG33",1996,4,2
"BG41",1996,6,4
"CH04",1979,0,3
"DE13",1986,10,1
"DEA5",1986,39,19
"UKE2",1965,5,0
"BE23",1988,1,2
"PL52",2021,33,32
"RO31",2004,3,1
"CH03",1992,12,5
"DE92",1992,2,1
"PL52",2009,15,9
"SE31",1998,15,42
"DE50",2004,22,12
"ITF6",2005,19,6
"DE72",2002,4,5
"ES22",1996,20,18
"PL42",2000,3,7
"PL43",2000,23,22
"MT00",2004,5,4
"ES62",1991,14,1
"FRI3",2012,25,30
"ITI3",2002,30,26
"BG34",2011,1,2
"BE31",2005,2,5
"BE35",2005,2,2
"UKJ4",1983,31,10
"DE92",1993,0,3
"DE72",1993,3,6
"EL61",2009,6,4
"ITH1",2009,37,4
"UKE1",2008,6,5
"PL51",1995,0,14
"PL52",1999,23,11
"CH06",2007,17,18
"PL21",1983,1,2
"PL22",1983,1,56
"NL12",2008,2,1
"UKD4",1995,5,8
"SK01",1996,7,18
"NL32",1981,18,0
"UKL1",1992,43,30
"PT30",1995,21,0
"UKF3",2013,27,22
"DE71",2006,7,6
"SE23",1985,1,0
"UKE3",1979,3,1
"FRD1",2002,0,4
"UKF1",1967,11,1
"CZ04",2015,14,18
"UKM8",1985,19,18
"UKJ3",1967,0,1
"UKE1",2004,4,2
"UKH1",1984,4,7
"DE11",1982,2,1
"DE14",1985,10,1
"DEA4",1985,1,3
"PL42",2015,12,20
"IS00",1996,2,2
"NO06",1996,1,2
"ES53",1997,7,0
"CH07",2010,7,5
"EL52",1992,1,4
"UKD7",1992,113,112
"ES64",2015,1,1
"ES52",1993,8,6
"BE21",1972,0,1
"UKD7",1991,3,3
"LI00",2013,9,0
"CZ05",2005,5,0
"BG32",2006,0,1
"FRF3",2003,24,26
"NO0A",2001,7,1
"PL81",1993,3,3
"ITH5",1980,6,7
"ITG1",1980,1,1
"EL54",1997,2,3
"EL52",1997,3,1
"SK03",2006,3,10
"RO31",2014,1,2
"ES12",1987,3,2
"UKM5",1970,5,0
"UKK4",1993,12,13
"ITG1",1999,24,38
"AT11",2020,61,40
"AT32",2005,5,2
"FRD2",2021,36,25
"UKC1",1983,7,0
"FRD2",2012,42,45
"BG42",1998,0,1
"BG33",1998,1,0
"FRF1",1992,159,316
"ITH1",1991,3,0
"BE22",2013,10,18
"SE12",1999,8,9
"DE80",2014,123,165
"IE06",1998,31,24
"MT00",1995,2,1
"ES23",2007,18,19
"DE24",1997,0,1
"PL62",2000,1,2
"FRK2",1965,0,1
"FRL0",1965,1,0
"PT30",2019,34,21
"DE80",1967,0,1
"UKM7",1982,6,12
"IE04",2005,3,4
"FRE1",1998,5,4
"SE23",2009,15,16
"ITC1",1985,37,18
"NL32",1973,0,1
"NL33",1973,2,0
"UKE3",1967,0,2
"CZ02",2021,28,15
"UKH1",1985,8,18
"DE60",2006,96,205
"DED2",2006,31,36
"ES61",1975,11,9
"UKE1",1998,0,5
"DE73",1997,9,16
"NL41",2022,0,9
"PL51",2003,9,20
"UKD7",1998,7,12
"PL21",1994,0,7
"BE21",1994,3,2
"SK02",2015,4,2
"HU33",2007,2,3
"PT15",2005,31,30
"FRJ2",1999,21,26
"BE35",2012,1,3
"BG33",2000,10,8
"UKC1",2004,57,30
"ITI1",1979,0,2
"SE23",1997,59,29
"DK04",2007,11,4
"DK05",2007,5,6
"FRJ2",1990,8,21
"UKC2",1989,8,13
"FRB0",1980,4,0
"UKK1",1979,0,9
"UKJ3",1979,8,14
"EL51",2015,6,20
"ITF4",1997,30,21
"DE91",1993,21,24
"BE35",1992,1,0
"FRE1",1996,12,7
"ITF5",2021,1,2
"NO02",2011,16,5
"FI1D",2005,2,8
"DEA3",2015,15,12
"RO12",2021,15,12
"NL41",2000,4,7
"UKD7",1993,5,6
"EL30",1987,6,3
"IS00",2000,23,0
"CH06",2000,0,1
"CH07",2000,2,0
"DE80",2008,5,5
"ITI1",1984,1,7
"ITI4",1984,9,2
"UKK4",1987,12,7
"CH03",1991,4,3
"BG41",1995,36,68
"BE24",2003,8,8
"NO06",1997,6,4
"ITG1",2002,10,10
"BE23",1989,0,8
"BE21",1989,4,2
"HR05",1976,0,1
"HR03",1976,1,0
"DK03",2007,4,14
"PL52",2006,56,33
"HR06",2015,6,7
"ITI3",1987,16,1
"FRI3",2006,3,4
"DED4",2005,1,4
"ITH5",1984,3,2
"PL63",2004,5,8
"BE23",1998,20,17
"BE25",1998,1,0
"NO08",1996,7,3
"ITF3",1989,32,41
"NL21",2001,64,130
"NL22",1990,5,6
"SE11",2023,1,6
"UKE4",1988,5,6
"BG33",2003,20,18
"ITH3",1987,2,4
"ITC4",1987,16,18
"NL41",1994,1,3
"HR06",2017,83,82
"CZ06",2007,24,34
"LT01",2006,6,7
"CZ04",2020,3,5
"IE04",1989,1,1
"FRK2",2022,10,6
"DE60",2022,1,6
"DEA3",2012,6,8
"PL52",2003,30,17
"FRJ1",1996,4,12
"FRK1",1998,65,16
"AT34",2019,4,9
"UKI0",1966,275,111
"UKD7",1975,8,14
"IE04",1973,1,1
"DK01",1983,3,0
"DE12",1988,2,4
"ES11",1978,0,2
"ES30",1978,29,27
"FRD1",2010,4,7
"ES43",2007,14,8
"HU32",1987,0,2
"HU12",1987,9,0
"ITF1",1991,2,3
"ITF4",1991,46,15
"SE31",1990,2,0
"FRI2",2012,6,4
"CZ07",2009,11,5
"UKD3",1986,15,16
"CZ07",2013,34,12
"FRD1",2014,162,161
"UKF2",2014,11,10
"DE50",1995,6,3
"HR05",1999,9,4
"FRF2",2016,16,29
"LT01",2003,2,9
"DE23",2006,1,4
"AT32",2011,2,4
"FI1D",1993,3,1
"ITH4",1989,16,5
"ES51",1994,92,28
"EL30",2001,6,12
"EL30",1994,52,14
"EL61",1994,1,0
"LT02",2010,5,4
"FRF3",2000,5,3
"DEF0",1999,8,18
"SK02",2004,6,3
"CY00",2011,32,24
"LV00",2002,1,0
"PL72",2008,5,4
"FR10",1979,24,33
"EL41",1979,1,0
"FRE1",1980,0,4
"SE21",1978,2,2
"SE12",1978,55,0
"UKM6",2007,1,1
"MT00",1979,0,1
"UKK4",1979,4,3
"BE35",2006,4,3
"SE33",1997,8,28
"FRI3",1988,21,20
"DED2",2003,11,5
"SE22",2003,6,6
"FRF1",1985,6,7
"HU23",2011,5,4
"ES21",1993,210,36
"CH02",1996,10,16
"EL52",1991,14,36
"HU23",2012,0,10
"AT21",2013,20,11
"PL82",2005,10,6
"NO0B",2014,5,4
"ES21",1981,0,1
"PL21",2003,18,36
"DE50",2007,29,48
"NL12",2018,12,13
"EL61",2013,2,13
"PL51",1996,0,38
"PL52",1996,2,0
"ES53",2001,7,2
"FR10",2025,0,1
"PL62",1986,1,0
"ITF3",1990,4,7
"NL41",2023,0,4
"ES24",1998,20,36
"UKJ1",1978,12,6
"UKI0",1978,23,27
"DK01",1985,14,8
"DK04",1992,153,1
"UKK1",1974,1,4
"ITF6",1990,0,7
"ITG1",1990,1,4
"BE35",2010,10,16
"LV00",1984,2,0
"LT01",1997,0,6
"LT02",1997,6,0
"EL61",2000,34,0
"PT16",1971,0,3
"UKE4",1971,1,2
"FI1B",2003,7,9
"FI1C",2003,2,6
"EL54",2007,6,7
"DE60",1994,15,26
"AT13",1994,6,3
"HU11",1990,4,4
"DE26",2000,2,3
"EL63",2000,5,0
"PL43",2008,2,2
"BG33",2019,380,229
"BG34",2019,69,102
"FRC2",2008,16,20
"RO42",2008,3,3
"ES30",1985,8,9
"BE10",1988,2,3
"BE31",1988,2,2
"SE21",1992,26,14
"CZ04",2011,4,2
"PL22",1985,0,1
"PL61",1985,5,0
"ITI1",1986,12,8
"NO0A",2002,11,9
"CZ05",1965,0,1
"CZ01",1965,1,0
"SE32",2013,6,4
"CZ01",1988,2,5
"CZ06",1988,5,8
"BG42",2019,3,4
"DEB1",2011,2,3
"EL43",2005,7,5
"UKM8",1976,30,51
"RO31",2012,6,0
"ITH4",1994,33,20
"ES21",1991,17,8
"PL62",2005,17,24
"PL43",2005,2,2
"FI1C",1997,12,14
"HU21",2020,12,13
"UKM6",2003,1,0
"ES43",1996,1,1
"ES41",1985,3,2
"DE91",1991,17,12
"DE25",2001,15,10
"UKG3",1970,0,4
"DEA2",1986,18,7
"CH01",2023,1,3
"DE60",2010,408,409
"PT20",1996,0,5
"CH07",2013,6,10
"DEA1",1992,3,5
"RO32",1994,3,5
"RO22",1994,3,1
"PT15",1992,7,0
"PT17",1991,2,0
"DE91",1980,2,3
"ITF2",2021,3,3
"BE24",1994,1,4
"BE25",1994,1,0
"FI1D",2008,10,9
"NL13",2018,4,4
"ITF2",2009,1,3
"ES61",1988,5,5
"RO12",2005,4,3
"PL92",2008,23,12
"UKH1",1956,0,1
"FRD2",2001,8,2
"ITF3",1986,0,5
"DEA4",2000,0,23
"DE24",2001,6,7
"ITF5",1993,0,1
"ES41",1989,5,6
"FRJ2",1985,0,45
"FRB0",2002,16,10
"AT33",2006,21,19
"FRF1",1988,2,1
"UKN0",2000,18,10
"UKH3",2000,331,330
"DEA3",2007,10,9
"EL52",1994,4,5
"FRF1",1999,11,10
"UKK4",2000,28,37
"MT00",2000,1,48
"NO0B",2016,1,1
"FRM0",2014,1,0
"LT02",2011,10,5
"ITI4",1975,7,1
"NL41",1971,1,2
"UKN0",1985,0,4
"EL43",1998,38,20
"PL62",1997,7,2
"DEB3",1990,0,1
"DEA5",1997,2,3
"EL52",1995,7,0
"UKC2",1997,14,13
"LT01",1993,0,2
"LT02",1993,2,0
"EE00",2022,0,2
"UKL1",1986,3,8
"EL30",1996,119,52
"PL82",1985,2,1
"CH04",1992,9,12
"RO22",2001,1,5
"CH04",1977,2,5
"CH06",1977,1,0
"UKK1",1972,3,4
"DE21",1976,0,1
"FRE1",1994,5,4
"SI04",2004,8,21
"UKL1",1971,0,1
"UKG1",1971,4,6
"PL41",1993,3,4
"FRE1",1985,4,8
"UKM8",1978,3,5
"ITF1",2008,4,1
"BG32",2015,2,4
"RO22",2012,2,4
"HU23",2015,552,554
"ES30",1957,0,1
"FR10",1957,1,0
"FRC1",1994,0,2
"PL81",1987,0,2
"PL92",1987,1,0
"IS00",1998,8,1
"BE32",2012,2,3
"CZ04",1984,1,0
"CZ01",1991,9,6
"UKL1",2006,32,37
"NO0A",1995,4,1
"PL52",1985,1,0
"IE05",1981,19,0
"EL53",2016,4,2
"UKN0",1996,45,1
"UKC1",1982,35,0
"RO42",2010,11,15
"UKE4",1968,0,12
"UKD3",1968,1,0
"UKG2",2006,9,48
"DE30",1994,45,51
"DEA2",1994,13,44
"UKE2",1991,27,46
"UKD1",1991,1,0
"SE22",2000,26,60
"IS00",2013,13,8
"DE94",2012,4,8
"UKJ3",1995,2,10
"DEF0",1981,4,5
"UKD6",1992,0,1
"FRD2",1986,2,0
"AT34",2017,8,3
"HR06",2006,6,5
"PL51",1993,3,5
"SI04",1995,1,2
"SI03",1995,3,0
"DE27",2020,16,18
"NL11",1996,8,33
"NL21",1996,15,14
"ES13",2006,16,0
"ITH3",1992,61,50
"UKM8",1993,13,12
"HU33",2009,3,3
"BE33",2006,0,1
"ES23",1992,2,0
"UKN0",1995,13,12
"UKC1",1998,14,11
"DE26",2003,3,3
"AT33",1978,0,3
"DE13",1978,44,0
"FRC1",2006,3,2
"UKE1",1963,0,1
"UKE4",1963,1,0
"AT22",1991,3,7
"UKF3",2008,5,0
"EL64",2019,6,25
"UKE4",1989,52,66
"HR03",1997,1,3
"SE21",1995,28,9
"SE11",1995,31,42
"DE22",2015,25,12
"RO11",2012,9,5
"PT30",2021,46,93
"PL72",2015,6,3
"HU22",2010,14,13
"CH03",1977,0,6
"BE35",2003,3,2
"FRF1",1982,1,2
"PL84",2010,5,4
"DK03",1990,0,1
"UKL1",1993,70,51
"HR06",2014,8,6
"RO21",1999,146,147
"PL41",1976,0,1
"PL51",1976,2,1
"ES70",1982,9,0
"DEA3",2000,1,3
"DE30",1976,2,3
"PL72",2003,6,4
"EL54",2011,11,10
"DK04",2005,6,7
"ES24",1989,1,2
"PL41",1972,0,8
"PL71",1972,1,0
"ES30",1969,4,1
"ES12",1969,1,0
"PL81",1991,2,3
"HU11",1993,8,5
"HU32",1993,33,0
"SE23",1996,12,6
"FRI3",1998,4,3
"PL22",1996,5,12
"DE21",1987,7,1
"LI00",2020,3,2
"SE32",2021,5,4
"NL42",1997,16,5
"DE30",1990,8,11
"RO41",2012,8,5
"DE73",2007,4,2
"RO42",1992,0,6
"FRF3",1992,21,5
"ITF3",2003,17,32
"DEA1",1994,15,21
"PL52",2000,36,70
"SK01",2005,4,6
"AT22",2008,11,4
"ITH5",1991,8,12
"ITF4",1998,1,1
"ITF6",1998,1,0
"ES53",2011,55,36
"BE35",1990,0,1
"PL22",1992,7,2
"RO42",1989,1,1
"SK02",2005,4,3
"SK03",2005,1,3
"BE32",2017,20,20
"DEA2",1970,6,5
"FRG0",1979,0,1
"FRH0",1979,1,0
"DE72",2026,0,1
"CH04",2026,1,0
"BG41",1986,59,87
"IS00",1981,7,0
"ES52",1986,2,2
"CZ07",1994,2,3
"BG31",2013,1,8
"DE14",1978,10,1
"CH01",1984,29,7
"LV00",1992,1,2
"IE04",2000,18,22
"SE22",1991,3,6
"BE31",1998,4,3
"PL72",2001,10,4
"NL31",1983,1,18
"UKD1",2013,2,0
"SK04",2021,0,10
"SK02",2021,16,8
"NO07",2003,0,2
"NO09",2003,3,0
"AT22",2010,22,16
"CZ01",1995,13,8
"NO0A",2023,0,7
"ITF5",2007,0,5
"FRF3",1981,0,1
"SK04",2001,1,0
"EL62",2010,1,0
"UKM9",2013,4,6
"UKK1",1988,10,4
"AT21",2012,6,0
"EL62",2001,2,0
"SE31",2008,12,7
"UKJ1",1975,19,24
"DK03",2003,0,6
"CH03",1981,0,1
"CH04",1984,4,9
"DE94",2010,27,38
"PL21",1979,5,6
"PL91",1979,33,96
"ES22",2010,6,17
"DK02",1994,6,1
"DE21",1977,4,3
"NO08",1977,6,0
"EL51",1999,1,7
"PL62",1990,5,0
"DED4",2012,90,41
"DE72",2005,12,61
"NL11",1991,6,3
"UKK4",1988,0,4
"UKG1",1988,7,5
"DED5",2000,8,6
"DE26",1991,6,1
"ITI4",1987,8,10
"DE21",2025,1,0
"PL21",1997,5,4
"FRD1",2006,36,21
"UKD7",2024,1,0
"DE27",1998,0,2
"DEB2",2006,2,3
"HR03",2015,16,12
"HU11",1992,2,6
"HU31",1992,2,0
"NO06",2001,2,4
"BE35",2008,15,28
"UKK4",1992,6,1
"ES61",1970,0,6
"EL43",1985,2,2
"EL54",1985,2,0
"DE11",1978,9,1
"DE13",1988,4,3
"HU11",1999,6,5
"HU21",2018,79,52
"DK02",1993,1,0
"DE12",2022,0,80
"HU33",2004,0,24
"LT02",1999,0,4
"FRF2",1976,1,1
"SE33",1989,0,1
"DEA3",2003,0,4
"UKE4",1986,1,4
"SE22",1992,4,1
"RO21",2015,40,61
"DED2",1999,6,4
"IE04",2003,8,6
"RO32",1987,0,4
"SK01",1994,6,5
"UKJ1",1971,2,4
"UKJ2",1971,3,1
"PL62",1999,29,32
"EE00",1999,2,1
"CZ05",1991,0,1
"NO08",1962,0,1
"CH01",1962,1,0
"FRL0",1979,6,0
"PL42",1997,103,68
"UKD1",2008,69,17
"ITC3",2005,3,3
"UKG2",1992,2,4
"NL13",2007,14,1
"BE23",2007,31,27
"CZ06",2001,2,3
"NO09",2005,5,0
"LU00",2011,8,3
"NL42",1993,0,3
"UKE2",1985,26,53
"UKK1",1985,3,2
"NL22",1979,0,1
"NL33",1979,1,2
"UKD6",1998,2,0
"FI1C",2004,3,6
"EL51",2003,3,2
"UKD7",1988,6,3
"CZ03",2003,12,13
"UKG3",2023,0,3
"UKJ1",2023,13,20
"LT01",2014,283,282
"FI1B",1982,0,1
"DE92",1971,0,1
"HR02",1950,0,1
"HR05",1950,1,0
"UKD4",2000,30,25
"PL71",2008,40,21
"DE72",1986,7,2
"DEA3",1986,2,9
"ITF4",1989,12,1
"SE32",1988,0,4
"SE11",1996,5,7
"NL11",1977,1,0
"UKI0",1975,7,8
"HU11",1991,2,6
"HU33",2024,0,1
"ITF5",2004,5,4
"RO11",1996,4,1
"PL82",2009,3,4
"FRD2",2008,2,4
"DE14",1997,2,6
"PL91",1989,1,7
"PL81",1989,1,2
"FRF3",1996,8,4
"EL54",1996,1,0
"HU23",1997,2,1
"EL41",1995,1,0
"ITF4",2003,5,3
"BG34",2020,23,0
"NL12",2020,20,3
"DEF0",2001,8,10
"RO32",1995,4,3
"ES12",2024,0,1
"ES41",2024,1,3
"UKM7",1991,9,10
"ITI1",1974,0,1
"UKF1",1981,3,4
"SE31",2010,85,69
"UKM8",1986,12,7
"DE26",1986,6,1
"DE71",1986,1,17
"HR02",2014,14,12
"DK01",1997,8,8
"DK05",1997,3,1
"CZ02",2014,27,7
"ITH2",2013,11,6
"UKG1",1980,6,4
"PL22",2002,5,4
"ES13",2008,128,66
"SE23",2005,49,16
"DEB1",2008,0,2
"DEB3",2008,7,9
"ITC1",2003,6,7
"ITI4",1978,48,1
"ITF4",1978,1,0
"DE26",1996,5,2
"DE24",1988,0,1
"BE34",2018,0,1
"ITC1",1977,0,2
"PL51",1980,5,16
"HU33",2005,4,5
"CZ04",2016,2,4
"UKM5",2000,12,37
"DEF0",1989,18,10
"DE50",1989,1,0
"ITH3",1976,0,1
"DE22",2010,0,1
"ES42",1998,15,2
"PL72",2014,6,5
"DK01",1982,3,3
"CH01",1982,3,0
"NL42",2004,61,10
"DE23",1998,1,2
"DEB1",2012,8,5
"FRD2",2003,6,1
"DK04",1993,1,3
"FRK1",1996,4,1
"DE50",1994,2,0
"UKM6",2018,4,2
"ES24",1984,8,9
"ES23",1984,1,0
"PL91",1992,26,36
"ITG1",1978,1,2
"HR03",1996,4,6
"HR05",1996,3,4
"FRI2",2005,0,1
"EL30",1997,65,126
"DE92",1997,2,5
"BG41",2005,11,10
"PL92",2003,2,5
"UKJ3",1985,14,15
"UKK2",1985,1,3
"DEA4",1990,5,0
"ITH2",2008,1,1
"UKK2",1978,1,0
"FI1B",1989,19,27
"ES52",1985,1,1
"MT00",2009,13,12
"PL84",2005,3,6
"NO02",2014,3,1
"CH02",1994,13,24
"IS00",2007,11,1
"FRK2",1984,8,7
"LV00",2000,8,5
"UKH3",1987,0,36
"NL12",2003,4,1
"UKH2",1998,10,6
"SE31",2004,3,0
"CZ01",1980,0,6
"CZ07",1980,1,0
"ITC3",2006,45,38
"RO41",1996,0,1
"EL51",2021,17,8
"CH06",1994,1,0
"PL52",2010,13,16
"ES24",1985,2,2
"BG34",1987,0,10
"BG42",1987,5,0
"FRJ1",1987,5,6
"BG42",2008,0,2
"ITC3",1999,4,9
"DEA3",2010,11,4
"PL61",1981,0,1
"PL22",1981,4,3
"DE21",2022,0,1
"FRH0",2002,6,4
"SE33",2000,29,104
"FRF2",2007,1,6
"PT17",2002,3,2
"ES13",1989,1,0
"SI03",2020,11,8
"HU31",1986,0,1
"HU11",1986,3,4
"ES70",1988,3,0
"DE11",1987,0,2
"BG31",2015,20,1
"UKM9",2011,0,2
"FRE2",2004,6,3
"HR03",1984,2,0
"DEA5",2001,8,15
"DEA3",1978,0,1
"ITF6",2008,4,6
"UKM6",2009,2,1
"ES70",1998,66,13
"ITC2",2019,3,2
"SE33",1990,1,4
"UKD7",1966,1,0
"NL32",1987,11,5
"HU11",1982,1,2
"HU31",1982,1,0
"BG42",2016,11,5
"FRM0",2018,1,4
"AT12",1999,1,0
"UKL2",1996,8,4
"PT18",1998,1,3
"UKG1",1968,6,1
"UKJ3",1968,3,2
"PT18",1991,10,0
"RO22",2017,5,30
"DE72",2000,2,5
"RO41",2013,7,15
"ES64",2021,0,1
"FRJ1",1981,2,1
"ITC1",1984,0,1
"ITI3",1984,1,0
"DE80",1992,1,2
"CZ05",2008,23,0
"FRI1",1984,3,0
"NO06",2003,3,1
"SK01",2001,0,61
"UKE1",1991,1,0
"FRG0",1989,8,2
"ITF3",1978,1,3
"ITG2",1978,1,0
"DE26",2007,13,15
"ITC3",1990,2,1
"CZ05",1994,1,0
"FRC2",2007,2,3
"UKM6",2020,4,1
"RO21",2010,20,17
"PT20",1982,0,1
"BE31",1994,15,14
"FI19",1990,2,2
"ITH4",2002,8,7
"UKD4",1966,1,0
"NL34",2012,2,1
"BE25",2015,3,6
"IS00",2008,17,2
"PL42",2001,8,3
"PL84",2008,15,6
"UKI0",1967,5,1
"HU21",2010,6,15
"CZ01",1969,0,2
"CH03",1969,1,0
"EL30",1981,21,64
"EL43",1981,1,0
"ITC4",1979,4,9
"FRF1",1979,0,226
"PL22",1994,4,0
"ITF4",2022,10,9
"DK05",2011,23,24
"PL41",2003,2,5
"BG42",2007,2,2
"RO22",2007,52,28
"SI04",1991,1,1
"DEA2",1991,9,6
"FRL0",1995,45,46
"NL34",2011,2,0
"UKC2",1978,4,7
"ES62",1996,3,3
"PL82",1996,9,0
"UKL2",1986,3,4
"RO22",2010,1,3
"LU00",2000,5,0
"CZ03",2014,14,11
"DED4",1998,2,1
"FRI1",1991,8,6
"NL42",1991,5,8
"SE33",1999,18,11
"DEB3",1995,13,18
"DED5",2004,6,9
"EL62",2008,2,2
"BG32",2018,5,3
"DEB1",2001,17,0
"RO42",1998,4,3
"UKK4",1969,0,1
"FRD2",1993,9,24
"CH05",2009,1,1
"AT13",1987,0,7
"DEC0",1987,1,7
"DE71",1985,0,7
"HU12",1993,1,2
"HU33",1993,2,0
"FRK2",1967,0,1
"FR10",1967,2,2
"EL64",2011,4,0
"SK01",1989,5,6
"BG41",1989,5,6
"DEA3",2005,3,4
"HR06",2016,6,6
"UKK2",1986,0,1
"ES43",1999,9,3
"PL61",2001,3,8
"BG41",1998,0,55
"DEB2",2002,8,2
"SE31",2003,2,0
"FRB0",1995,7,3
"AT33",1996,3,2
"SK03",2012,7,2
"ITH1",1994,0,1
"ITH3",1994,5,7
"UKM5",1983,1,2
"ITH4",1998,2,4
"ES11",1979,0,1
"ES30",1979,3,5
"HU32",1991,1,31
"AT31",1995,4,0
"DE24",1990,0,1
"UKF2",2016,22,24
"ITF1",2000,2,0
"AT32",2000,9,0
"FR10",1965,1,48
"RO32",1989,0,1
"RO31",1989,1,2
"BE24",1993,1,30
"CH02",2001,6,16
"NO06",1991,0,15
"NO08",1991,6,12
"DE60",1985,2,3
"ITC4",1985,6,10
"UKF2",2019,10,7
"ES12",1998,5,4
"BE25",2005,3,0
